"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","17562","End to end test scenario","","Wed Mar 12 12:47:48 IST 2025","passed","Wed Mar 12 12:48:05 IST 2025","","endToEndScenaro.spec.js","",""
